ticker,exchange,company,country,sector,mktcap_2022,revenue_2022,totReturn_20050101_20231231,mapped_exchange,family
CHTR,US,CHARTER COMMUNICATIONS INC-A,United States,Communications,51764088832,54022000640,NA,NA,Non-Family
SGO.PA,FP,COMPAGNIE DE SAINT GOBAIN,France,Materials,25003415099.596798,53924797690.499985,5.8256637427605895,PA,Non-Family
DTG.DE,GR,DAIMLER TRUCK HOLDING AG,Germany,Industrials,25513967510.7328,53659368606.724014,NA,DE,Non-Family
BAYN.DE,GR,BAYER AG-REG,Germany,Health Care,50851160540.3648,53442392712.59579,5.030383577058872,DE,Non-Family
TSN,US,TYSON FOODS INC-CL A,United States,Consumer Staples,23734800384,53282000896,7.430215985564792,NA,Family
0762.HK,HK,CHINA UNICOM HONG KONG LTD,Hong Kong,Communications,18943096915.89598,52782397864.9324,1.2700053938432099,HK,Non-Family
600050.SS,CH,CHINA UNITED NETWORK-A,China,Communications,18935257124.633984,52782383246.511024,3.246884814163642,SS,Non-Family
DE,US,DEERE & CO,United States,Industrials,118567632896,52577001472,15.572359499668508,NA,Non-Family
RY.TO,CN,ROYAL BANK OF CANADA,Canada,Financials,127806972358.67732,52007914467.62615,12.050399860232819,TO,Non-Family
GLE.PA,FP,SOCIETE GENERALE SA,France,Financials,20148381827.481598,51858261170.686165,-1.7114763200883787,PA,Non-Family
BBY,US,BEST BUY CO INC,United States,Consumer Discretionary,22203336704,51761000448,6.3502349562579274,NA,Non-Family
CSCO,US,CISCO SYSTEMS INC,United States,Technology,186470694912,51556999168,7.267593811574957,NA,Non-Family
8766.T,JP,TOKIO MARINE HOLDINGS INC,Japan,Financials,39743644076.60414,51530087118.21966,9.499778648962476,T,Non-Family
ALL,US,ALLSTATE CORP,United States,Financials,35662798848,51411001344,8.011501537471343,NA,Non-Family
000333.SZ,SZ,MIDEA GROUP CO LTD-A,China,Consumer Discretionary,52540913052.50341,51409050776.85126,NA,SZ,Family
1088.HK,HK,CHINA SHENHUA ENERGY CO-H,China,Materials,75787616000.92773,51234219329.91431,NA,HK,Non-Family
PFGC,US,PERFORMANCE FOOD GROUP CO,United States,Consumer Staples,7271424000,50894098432,NA,NA,Non-Family
9434.T,JP,SOFTBANK CORP,Japan,Communications,55298017404.672585,50678339413.69087,NA,T,Non-Family
8306.T,JP,MITSUBISHI UFJ FINANCIAL GRO,Japan,Financials,78898943511.41823,50665466687.69628,3.6825227375625547,T,Non-Family
DAL,US,DELTA AIR LINES INC,United States,Industrials,21071992832,50581999616,NA,NA,Non-Family
LYB,US,LYONDELLBASELL INDU-CL A,United States,Materials,27044827136,50451001344,NA,NA,Non-Family
601601.SS,CH,CHINA PACIFIC INSURANCE GR-A,China,Financials,30512222969.298122,50418116719.3497,NA,SS,Non-Family
CVE.TO,CN,CENOVUS ENERGY INC,Canada,Energy,37069048242.42425,50078485345.256836,NA,TO,Non-Family
G.MI,IM,GENERALI,Italy,Financials,27536182374.604797,49704300963.30918,2.9013861540508,MI,Non-Family
PGR,US,PROGRESSIVE CORP,United States,Financials,75867381760,49586401280,14.549691447444847,NA,Non-Family
6902.T,JP,DENSO CORP,Japan,Consumer Discretionary,49356349830.86541,49119016668.13024,8.292334358029652,T,Non-Family
AAL,US,AMERICAN AIRLINES GROUP INC,United States,Industrials,8276172288,48971001856,NA,NA,Non-Family
8053.T,JP,SUMITOMO CORP,Japan,Materials,21789732323.527473,48936477958.38826,10.839196195309464,T,Non-Family
300750.SS,CH,CONTEMPORARY AMPEREX TECHN-A,China,Consumer Discretionary,138884317555.44604,48863988486.82861,NA,SS,Non-Family
RNO.PA,FP,RENAULT SA,France,Consumer Discretionary,9906288499.6096,48796374215.18536,-0.35547427116312535,PA,Non-Family
TD.TO,CN,TORONTO-DOMINION BANK,Canada,Financials,115694440566.0239,48730271764.597595,10.706041741572037,TO,Non-Family
TJX,US,TJX COMPANIES INC,United States,Consumer Discretionary,84313251840,48549998592,16.794136083670196,NA,Non-Family
9433.T,JP,KDDI CORP,Japan,Communications,72983537780.58571,48506275844.60882,11.602417190494151,T,Non-Family
SAN.PA,FP,SANOFI,France,Health Care,120538163463.7824,47807344135.90778,6.1384881664767965,PA,Non-Family
9501.T,JP,TOKYO ELECTRIC POWER COMPANY,Japan,Utilities,5311570418.690358,47288129363.5208,-5.5785661189709845,T,Non-Family
267250.KS,KS,HD HYUNDAI,South Korea,Energy,3212150250.472051,47231696889.00525,NA,KS,Non-Family
VOLVB.ST,SS,VOLVO AB-B SHS,Sweden,Industrials,36799685693.3816,46950130858.52724,13.688568268276068,ST,Non-Family
PBF,US,PBF ENERGY INC-CLASS A,United States,Energy,5286691328,46830301184,NA,NA,Non-Family
HPCL.NS,IN,HINDUSTAN PETROLEUM CORP,India,Energy,5033202284.612274,46797941014.61909,12.409315628366958,NS,Non-Family
NKE,US,NIKE INC -CL B,United States,Consumer Discretionary,186713341952,46710001664,14.08050683419113,NA,Family
EN.PA,FP,BOUYGUES SA,France,Industrials,11192391619.3792,46683494167.351234,5.561984810138787,PA,Non-Family
BPCL.NS,IN,BHARAT PETROLEUM CORP LTD,India,Energy,10080207919.423656,46547872994.98698,14.286025919235978,NS,Non-Family
BMY,US,BRISTOL-MYERS SQUIBB CO,United States,Health Care,149296250880,46158999552,7.626542691984595,NA,Non-Family
ACA.PA,FP,CREDIT AGRICOLE SA,France,Financials,31842672055.500797,46157907996.74966,1.9187780999916804,PA,Non-Family
SREN.SW,SW,SWISS RE AG,Switzerland,Financials,27108892672,46042001408,6.421881831980247,SW,Non-Family
BBDC4.SA,BZ,BANCO BRADESCO SA-PREF,Brazil,Financials,30542103290.334785,46007748432.37065,13.807262194523972,SA,Non-Family
ORA.PA,FP,ORANGE,France,Communications,26423766225.92,45787151144.11427,1.9946908725218648,PA,Non-Family
VIE.PA,FP,VEOLIA ENVIRONNEMENT,France,Utilities,18369134807.756798,45170245530.428925,4.890359888285345,PA,Non-Family
BARC.L,LN,BARCLAYS PLC,United Kingdom,Financials,30437006448.2304,45149996690.72027,-3.4434360491189975,L,Non-Family
UAL,US,UNITED AIRLINES HOLDINGS INC,United States,Industrials,12325273600,44955000832,NA,NA,Non-Family
TMO,US,THERMO FISHER SCIENTIFIC INC,United States,Health Care,215050420224,44914999296,16.578386086819673,NA,Non-Family
SU.TO,CN,SUNCOR ENERGY INC,Canada,Energy,42457044103.47376,44851133060.56387,6.190798062490144,TO,Non-Family
8725.T,JP,MS&AD INSURANCE GROUP HOLDIN,Japan,Financials,17907937354.129646,44695972295.740295,NA,T,Non-Family
TKA.DE,GR,THYSSENKRUPP AG,Germany,Materials,2637736573.8154106,44589895003.06612,-3.1882197180077565,DE,Non-Family
AZN.L,LN,ASTRAZENECA PLC,United Kingdom,Health Care,210331729920,44351000576,13.937015778434404,L,Non-Family
4938.TW,TT,PEGATRON CORP,Taiwan,Technology,5510890890.205011,44251596181.42881,NA,TW,Non-Family
WOW.AX,AU,WOOLWORTHS GROUP LTD,Australia,Consumer Staples,29789333694.143867,44201884172.257065,9.588072840699624,AX,Non-Family
QCOM,US,QUALCOMM INC,United States,Technology,135853989888,44200001536,9.073963883742042,NA,Non-Family
EXO.AS,NA,EXOR NV,Netherlands,Financials,16670334150.246399,44073463081.40313,NA,AS,Family
IMO.TO,CN,IMPERIAL OIL LTD,Canada,Energy,28473681549.15004,44003869747.36977,7.941267519898343,TO,Non-Family
VALE3.SA,BZ,VALE SA,Brazil,Materials,75365228607.52791,43958052686.49693,13.062140200776495,SA,Non-Family
WN.TO,CN,WESTON (GEORGE) LTD,Canada,Consumer Staples,17454257856.61493,43860862591.20716,4.716095711135404,TO,Family
600016.SS,CH,CHINA MINSHENG BANKING-A,China,Financials,20614133817.296265,43657335597.13003,10.166124752895268,SS,Non-Family
ABT,US,ABBOTT LABORATORIES,United States,Health Care,190792515584,43653001216,11.32648278654833,NA,Non-Family
NOVN.SW,SW,NOVARTIS AG-REG,Switzerland,Health Care,192188006400,43461001216,6.5835284750645595,SW,Non-Family
L.TO,CN,LOBLAW COMPANIES LTD,Canada,Consumer Staples,28566478805.61715,43442614448.1522,6.242417433892977,TO,Non-Family
2600.HK,HK,ALUMINUM CORP OF CHINA LTD-H,China,Materials,10242810782.477604,43271730877.88176,-0.03725318769570718,HK,Non-Family
VOD.L,LN,VODAFONE GROUP PLC,United Kingdom,Communications,46534607838.4128,43021135235.67624,2.0444967267073677,L,Non-Family
CB,US,CHUBB LTD,Switzerland,Financials,91459624960,43016998912,11.514371178703108,NA,Non-Family
KO,US,COCA-COLA CO/THE,United States,Consumer Staples,275304087552,43003998208,8.866275665152944,NA,Non-Family
002493.SZ,SZ,RONGSHENG PETROCHEMICAL CO-A,China,Materials,17548676872.408897,42990214191.6896,NA,SZ,Family
2382.TW,TT,QUANTA COMPUTER INC,Taiwan,Technology,9068716210.608526,42976677293.29978,14.646581299422357,TW,Non-Family
000001.SS,CH,PING AN BANK CO LTD-A,China,Financials,37019377965.384285,42949492142.522896,9.91993024165414,SS,Non-Family
UBSG.SW,SW,UBS GROUP AG-REG,Switzerland,Financials,57998073856,42949001216,-0.040522285074451325,SW,Non-Family
600170.SS,CH,SHANGHAI CONSTRUCTION GROU-A,China,Industrials,3355961466.9643116,42535439975.26276,8.065923972585608,SS,Non-Family
DBK.DE,GR,DEUTSCHE BANK AG-REGISTERED,Germany,Financials,23622899981.7216,42533569720.12284,-5.254312613345757,DE,Non-Family
8TRA.DE,GR,TRATON SE,Germany,Industrials,7567321431.449599,42484063856.7796,NA,DE,Non-Family
ORCL,US,ORACLE CORP,United States,Technology,191666798592,42439999488,12.497397827453739,NA,Family
TLX.DE,GR,TALANX AG,Germany,Financials,12026861671.014399,42418759259.5311,NA,DE,Non-Family
TEF.MC,SM,TELEFONICA SA,Spain,Communications,20939126595.1744,42123842369.57203,-0.8427368546316871,MC,Non-Family
BBVA.MC,SM,BANCO BILBAO VIZCAYA ARGENTA,Spain,Financials,35229502731.6736,42069073137.75134,2.8517065482193127,MC,Non-Family
ZURN.SW,SW,ZURICH INSURANCE GROUP AG,Switzerland,Financials,70781681664,42068000768,10.396563183587348,SW,Non-Family
AMX,US,AMERICA MOVIL SAB DE C-SER B,Mexico,Communications,57424971658.29764,42003330918.03728,9.170213230319103,NA,Family
600048.SS,CH,POLY DEVELOPMENTS AND HOLD-A,China,Real Estate,26253560956.71586,41802560037.63319,NA,SS,Non-Family
1810.HK,HK,XIAOMI CORP-CLASS B,China,Technology,34959769089.380455,41644301007.73775,NA,HK,Non-Family
601818.SS,CH,CHINA EVERBRIGHT BANK CO-A,China,Financials,22270728497.956108,41559684711.96417,NA,SS,Non-Family
NUE,US,NUCOR CORP,United States,Materials,33412913152,41512468480,13.885403691280175,NA,Non-Family
CON.DE,GR,CONTINENTAL AG,Germany,Consumer Discretionary,11992394529.8944,41508619308.10488,5.246527140989743,DE,Family
KNIN.SW,SW,KUEHNE + NAGEL INTL AG-REG,Switzerland,Industrials,27922729126.384792,41282782169.522484,13.500405594911747,SW,Non-Family
SBRY.L,LN,SAINSBURY (J) PLC,United Kingdom,Consumer Staples,7684981548.2368,41001429514.7,4.992879545829787,L,Non-Family
ENB.TO,CN,ENBRIDGE INC,Canada,Energy,79263860552.84554,40986167133.30854,11.096727038589215,TO,Non-Family
WALMEX.MX,MM,WALMART DE MEXICO SAB DE CV,Mexico,Consumer Staples,61430390529.58222,40743384419.504364,14.143948921604533,MX,Non-Family
RWE.DE,GR,RWE AG,Germany,Utilities,30793012975.411198,40461765517.59511,4.197451040555666,DE,Non-Family
OR.PA,FP,L'OREAL,France,Consumer Staples,191232302283.1616,40299140374.35125,13.555180284373524,PA,Family
012330.KS,KS,HYUNDAI MOBIS CO LTD,South Korea,Consumer Discretionary,14685356044.259762,40289824374.71392,8.344135010649033,KS,Non-Family
2899.HK,HK,ZIJIN MINING GROUP CO LTD-H,China,Materials,37628371335.633316,40199618459.70974,22.446428794594375,HK,Non-Family
036460.KS,KS,KOREA GAS CORPORATION,South Korea,Utilities,2473241684.367388,40148549498.18108,0.4015413162856918,KS,Non-Family
6503.T,JP,MITSUBISHI ELECTRIC CORP,Japan,Industrials,24497214471.07601,39868275159.09663,9.472012981200773,T,Non-Family
OLG.SI,SP,OLAM GROUP LTD,Singapore,Consumer Staples,4091536155.3398056,39828662214.695564,NA,SI,Non-Family
002352.SZ,SZ,S F HOLDING CO LTD-A,China,Industrials,40654298015.24947,39777501796.65315,NA,SZ,Family
P911.DE,GR,DR ING HC F PORSCHE AG,Germany,Consumer Discretionary,92454409268.4288,39642315130.72996,NA,DE,Non-Family
051910.KS,KS,LG CHEM LTD,South Korea,Materials,33716552189.953987,39573354278.53802,13.780383943285068,KS,Non-Family
1925.T,JP,DAIWA HOUSE INDUSTRY CO LTD,Japan,Consumer Discretionary,17265492625.732147,39536791959.24671,9.936505936967466,T,Non-Family
000880.KS,KS,HANWHA CORPORATION,South Korea,Financials,1507414705.220423,39498435684.751465,5.336939389212203,KS,Non-Family
GD,US,GENERAL DYNAMICS CORP,United States,Industrials,68084137984,39407001600,11.207452112964278,NA,Non-Family
5411.T,JP,JFE HOLDINGS INC,Japan,Materials,8161982614.2810135,38874294804.72731,1.0127437330357258,T,Non-Family
COF,US,CAPITAL ONE FINANCIAL CORP,United States,Financials,35447386112,38372999168,3.8827948589989614,NA,Non-Family
300999.SS,CH,YIHAI KERRY ARAWANA HOLDIN-A,China,Consumer Staples,34233689469.747486,38289699778.351585,NA,SS,Non-Family
DINO,US,HF SINCLAIR CORP,United States,Energy,10226440192,38204837888,15.377181709650923,NA,Non-Family
0966.HK,HK,CHINA TAIPING INSURANCE HOLD,Hong Kong,Financials,4477723868.387659,38104252175.95661,5.112335916583088,HK,Non-Family
NTR.TO,CN,NUTRIEN LTD,Canada,Materials,37059334144,37883998208,NA,TO,Non-Family
MG.TO,CN,MAGNA INTERNATIONAL INC,Canada,Consumer Discretionary,16073891840,37839998976,8.611414376334503,TO,Non-Family
ECOPETL.CL,CB,ECOPETROL SA,Colombia,Energy,20521587771.419125,37739608235.904045,NA,CL,Non-Family
JAR.L,LN,JARDINE MATHESON HLDGS LTD,Hong Kong,Consumer Discretionary,18062499840,37724000256,10.956804346410065,L,Non-Family
0960.HK,HK,LONGFOR GROUP HOLDINGS LTD,China,Real Estate,18870488003.94283,37260601895.4254,NA,HK,Family
ARW,US,ARROW ELECTRONICS INC,United States,Technology,6195667968,37124423680,8.873763109304523,NA,Non-Family
TATAMOTORS.NS,IN,TATA MOTORS LTD,India,Consumer Discretionary,21883114346.27225,36943322283.84918,12.645533080196824,NS,Non-Family
TRV,US,TRAVELERS COS INC/THE,United States,Financials,43516428288,36884000768,11.654284416897752,NA,Non-Family
8630.T,JP,SOMPO HOLDINGS INC,Japan,Financials,15165690288.647581,36817943361.85528,NA,T,Non-Family
0902.HK,HK,HUANENG POWER INTL INC-H,China,Utilities,14354978422.288582,36689523518.47315,2.4474059549074223,HK,Non-Family
OXY,US,OCCIDENTAL PETROLEUM CORP,United States,Energy,56682115072,36634001408,7.041202064924534,NA,Non-Family
NOC,US,NORTHROP GRUMMAN CORP,United States,Industrials,83564494848,36601999360,15.028809012362032,NA,Non-Family
INGA.AS,NA,ING GROEP NV,Netherlands,Financials,44145185304.576,36531974985.581406,2.1916504074746435,AS,Non-Family
BNS.TO,CN,BANK OF NOVA SCOTIA,Canada,Financials,57572792187.11049,36412301756.37574,6.963457331513778,TO,Non-Family
HLAG.DE,GR,HAPAG-LLOYD AG,Germany,Industrials,33441969339.596798,36383146770.5268,NA,DE,Non-Family
GSK.L,LN,GSK PLC,United Kingdom,Health Care,71206998550.1184,36255504664.30895,5.922092657391875,L,Non-Family
600690.SS,CH,HAIER SMART HOME CO LTD-A,China,Consumer Discretionary,32462395389.209408,36217411854.285736,18.28528022022551,SS,Non-Family
2324.TW,TT,COMPAL ELECTRONICS,Taiwan,Technology,3268201998.8285065,36022718845.3329,7.888027951251453,TW,Non-Family
SU.PA,FP,SCHNEIDER ELECTRIC SE,France,Industrials,79961126288.58879,35996910437.48396,14.372320818670726,PA,Non-Family
RAIZ4.SA,BZ,RAIZEN SA - PREFERENCE,Brazil,Energy,15371683564.272732,35911876662.06201,NA,SA,Non-Family
RAL.PA,FP,RALLYE SA,France,Consumer Staples,151924344.1472,35821012545.780365,-21.763826319280255,PA,Non-Family
NTGY.MC,SM,NATURGY ENERGY GROUP SA,Spain,Utilities,25247230775.091198,35774669017.760056,7.416774477307109,MC,Non-Family
HON,US,HONEYWELL INTERNATIONAL INC,United States,Industrials,143066677248,35465998336,12.608159492957327,NA,Non-Family
4188.T,JP,MITSUBISHI CHEMICAL GROUP CO,Japan,Materials,9552246152.55018,35417162454.34668,NA,T,Non-Family
ACS.MC,SM,ACS ACTIVIDADES CONS Y SERV,Spain,Industrials,7405176702.5152,35406265581.11192,10.508381393050193,MC,Non-Family
VBBR3.SA,BZ,VIBRA ENERGIA SA,Brazil,Energy,3279128065.0652547,35212941507.79186,NA,SA,Non-Family
AAL.L,LN,ANGLO AMERICAN PLC,United Kingdom,Materials,47493664768,35117998080,5.9658799802578155,L,Non-Family
7259.T,JP,AISIN CORP,Japan,Consumer Discretionary,9300862003.5538,34887153524.87611,5.931446770893967,T,Non-Family
MGNT.ME,RM,MAGNIT PJSC,Russia,Consumer Staples,5843745422.439792,34878729128.96745,NA,ME,Non-Family
3323.HK,HK,CHINA NATIONAL BUILDING MA-H,China,Materials,6930140946.858784,34779397742.812065,NA,HK,Non-Family
BMO.TO,CN,BANK OF MONTREAL,Canada,Financials,62298757527.67798,34751720907.16121,9.149209694471661,TO,Non-Family
ELE.MC,SM,ENDESA SA,Spain,Utilities,19993800127.0784,34648711544.6943,11.871446935839213,MC,Non-Family
000660.KS,KS,SK HYNIX INC,South Korea,Technology,41054774544.535194,34635397877.721344,14.854790047525146,KS,Non-Family
601607.SS,CH,SHANGHAI PHARMACEUTICALS-A,China,Health Care,8710291307.801584,34497074607.04026,9.479109714147139,SS,Non-Family
HNR1.DE,GR,HANNOVER RUECK SE,Germany,Financials,23961898710.2208,34400923373.7907,15.793732417656493,DE,Non-Family
7011.T,JP,MITSUBISHI HEAVY INDUSTRIES,Japan,Industrials,11101784382.757484,34378188257.37784,7.782501309203349,T,Non-Family
MMM,US,3M CO,United States,Industrials,65865474048,34229000192,4.544666897512428,NA,Non-Family
DG,US,DOLLAR GENERAL CORP,United States,Consumer Staples,46999171072,34220449792,NA,NA,Non-Family
3333.HK,HK,CHINA EVERGRANDE GROUP,China,Real Estate,2792608281.1005135,34212405214.636444,NA,HK,Family
BATS.L,LN,BRITISH AMERICAN TOBACCO PLC,United Kingdom,Consumer Staples,88763007882.0352,34191993250.281925,10.580854417953445,L,Non-Family
USFD,US,US FOODS HOLDING CORP,United States,Consumer Staples,7654499840,34057000960,NA,NA,Non-Family
WBD,US,WARNER BROS DISCOVERY INC,United States,Communications,23036399616,33816999936,NA,NA,Non-Family
8316.T,JP,SUMITOMO MITSUI FINANCIAL GR,Japan,Financials,44058815524.05396,33733858595.36659,3.0008713814818178,T,Non-Family
LEN,US,LENNAR CORP-A,United States,Consumer Discretionary,25454022656,33671010304,6.303634632572375,NA,Family
0001.HK,HK,CK HUTCHISON HOLDINGS LTD,Hong Kong,Consumer Staples,22999805732.59674,33522095930.845867,2.1071105062676176,HK,Family
028260.KS,KS,SAMSUNG C&T CORP,South Korea,Industrials,14652034528.983776,33502206940.041943,NA,KS,Non-Family
DHI,US,DR HORTON INC,United States,Consumer Discretionary,23165235200,33479999488,10.35593070118528,NA,Non-Family
JBL,US,JABIL INC,United States,Technology,8170287104,33478000640,10.246347977892235,NA,Non-Family
LNG,US,CHENIERE ENERGY INC,United States,Energy,36815179776,33428000768,9.371135348888648,NA,Non-Family
DSV.CO,DC,DSV A/S,Denmark,Industrials,33305795726.096855,33365524526.567867,20.6289581287189,CO,Non-Family
LIN,US,LINDE PLC,United States,Materials,160629833728,33364000768,14.658848635662537,NA,Non-Family
AVGO,US,BROADCOM INC,United States,Technology,197672206336,33202999296,NA,NA,Non-Family
601766.SS,CH,CRRC CORP LTD-A,China,Industrials,19785184546.42971,33152374752.06323,NA,SS,Non-Family
600346.SS,CH,HENGLI PETROCHEMICAL CO L-A,China,Materials,15846290305.859161,33068199445.334713,17.034919475233036,SS,Family
3231.TW,TT,WISTRON CORP,Taiwan,Technology,2723855994.7933617,33048026155.225056,19.776751182276264,TW,Non-Family
010950.KS,KS,S-OIL CORP,South Korea,Energy,7474331395.7618885,32946737592.10723,4.671175166281327,KS,Non-Family
1898.HK,HK,CHINA COAL ENERGY CO-H,China,Materials,14778204839.242746,32801162305.522697,NA,HK,Non-Family
VOLV-B.ST,SS,VOLVO CAR AB-B,Sweden,Consumer Discretionary,13554604692.891914,32737146977.766045,NA,ST,Non-Family
CRH,US,CRH PLC,United States,Materials,29927663616,32722999296,8.785667561846644,NA,Non-Family
3690.HK,HK,MEITUAN-CLASS B,China,Communications,138680487732.58344,32708681299.044914,NA,HK,Non-Family
RAJESHEXPO.NS,IN,RAJESH EXPORTS LTD,India,Consumer Discretionary,2687996985.1843753,32633735817.360855,21.85762819361321,NS,Family
CPG.L,LN,COMPASS GROUP PLC,United Kingdom,Industrials,35739488256,32617000960,14.962897876609226,L,Non-Family
ITX.MC,SM,INDUSTRIA DE DISENO TEXTIL,Spain,Consumer Discretionary,93405899559.73119,32591537187.702538,15.16249921760493,MC,Family
LHA.DE,GR,DEUTSCHE LUFTHANSA-REG,Germany,Industrials,9942963512.0128,32541097022.45585,2.893553307333696,DE,Non-Family
TATA.NS,IN,TATA STEEL LTD,India,Materials,21028287346.031185,32526210439.396347,11.022626316199435,NS,Non-Family
CNQ.TO,CN,CANADIAN NATURAL RESOURCES,Canada,Energy,61276571719.14265,32525834676.357525,13.560526177211973,TO,Non-Family
GGAL.BA,AR,GRUPO FINANCIERO GALICIA-B,Argentina,Financials,2754021711.053276,32479240464.843693,42.31917045772826,BA,Non-Family
3320.HK,HK,CHINA RESOURCES PHARMACEUTIC,China,Health Care,5089316619.711088,32444602568.24075,NA,HK,Non-Family
SBUX,US,STARBUCKS CORP,United States,Consumer Discretionary,96722051072,32250300416,11.439819794010742,NA,Non-Family
B4B.DE,GR,METRO AG,Germany,Consumer Staples,2453811896.0114083,32249094522.66741,NA,DE,Non-Family
MOH,US,MOLINA HEALTHCARE INC,United States,Health Care,19152760832,31974000640,13.81080716073213,NA,Non-Family
6702.T,JP,FUJITSU LIMITED,Japan,Technology,29769528523.85653,31943001873.3885,7.75331610883967,T,Non-Family
KMX,US,CARMAX INC,United States,Consumer Discretionary,17608032256,31900411904,8.77285632886693,NA,Non-Family
UBER,US,UBER TECHNOLOGIES INC,United States,Communications,49595670528,31876999168,NA,NA,Non-Family
002475.SS,CH,LUXSHARE PRECISION INDUSTR-A,China,Technology,32748183211.666138,31827363474.28591,NA,SS,Non-Family
4502.T,JP,TAKEDA PHARMACEUTICAL CO LTD,Japan,Health Care,44613052980.05923,31784186892.619503,2.4791047131004884,T,Non-Family
